1884-11-01,1884-09-14
1884-11-02,1884-09-15
1884-11-03,1884-09-16
1884-11-04,1884-09-17
1884-11-05,1884-09-18
1884-11-06,1884-09-19
1884-11-07,1884-09-20
1884-11-08,1884-09-21
1884-11-09,1884-09-22
1884-11-10,1884-09-23
1884-11-11,1884-09-24
1884-11-12,1884-09-25
1884-11-13,1884-09-26
1884-11-14,1884-09-27
1884-11-15,1884-09-28
1884-11-16,1884-09-29
1884-11-17,1884-09-30
1884-11-18,1884-10-01
1884-11-19,1884-10-02
1884-11-20,1884-10-03
1884-11-21,1884-10-04
1884-11-22,1884-10-05
1884-11-23,1884-10-06
1884-11-24,1884-10-07
1884-11-25,1884-10-08
1884-11-26,1884-10-09
1884-11-27,1884-10-10
1884-11-28,1884-10-11
1884-11-29,1884-10-12
1884-11-30,1884-10-13
