1678-08-01,1678-06-14
1678-08-02,1678-06-15
1678-08-03,1678-06-16
1678-08-04,1678-06-17
1678-08-05,1678-06-18
1678-08-06,1678-06-19
1678-08-07,1678-06-20
1678-08-08,1678-06-21
1678-08-09,1678-06-22
1678-08-10,1678-06-23
1678-08-11,1678-06-24
1678-08-12,1678-06-25
1678-08-13,1678-06-26
1678-08-14,1678-06-27
1678-08-15,1678-06-28
1678-08-16,1678-06-29
1678-08-17,1678-07-01
1678-08-18,1678-07-02
1678-08-19,1678-07-03
1678-08-20,1678-07-04
1678-08-21,1678-07-05
1678-08-22,1678-07-06
1678-08-23,1678-07-07
1678-08-24,1678-07-08
1678-08-25,1678-07-09
1678-08-26,1678-07-10
1678-08-27,1678-07-11
1678-08-28,1678-07-12
1678-08-29,1678-07-13
1678-08-30,1678-07-14
1678-08-31,1678-07-15
