1987-08-01,1987-06-07 (윤)
1987-08-02,1987-06-08 (윤)
1987-08-03,1987-06-09 (윤)
1987-08-04,1987-06-10 (윤)
1987-08-05,1987-06-11 (윤)
1987-08-06,1987-06-12 (윤)
1987-08-07,1987-06-13 (윤)
1987-08-08,1987-06-14 (윤)
1987-08-09,1987-06-15 (윤)
1987-08-10,1987-06-16 (윤)
1987-08-11,1987-06-17 (윤)
1987-08-12,1987-06-18 (윤)
1987-08-13,1987-06-19 (윤)
1987-08-14,1987-06-20 (윤)
1987-08-15,1987-06-21 (윤)
1987-08-16,1987-06-22 (윤)
1987-08-17,1987-06-23 (윤)
1987-08-18,1987-06-24 (윤)
1987-08-19,1987-06-25 (윤)
1987-08-20,1987-06-26 (윤)
1987-08-21,1987-06-27 (윤)
1987-08-22,1987-06-28 (윤)
1987-08-23,1987-06-29 (윤)
1987-08-24,1987-07-01
1987-08-25,1987-07-02
1987-08-26,1987-07-03
1987-08-27,1987-07-04
1987-08-28,1987-07-05
1987-08-29,1987-07-06
1987-08-30,1987-07-07
1987-08-31,1987-07-08
