1671-02-01,1670-12-22
1671-02-02,1670-12-23
1671-02-03,1670-12-24
1671-02-04,1670-12-25
1671-02-05,1670-12-26
1671-02-06,1670-12-27
1671-02-07,1670-12-28
1671-02-08,1670-12-29
1671-02-09,1671-01-01
1671-02-10,1671-01-02
1671-02-11,1671-01-03
1671-02-12,1671-01-04
1671-02-13,1671-01-05
1671-02-14,1671-01-06
1671-02-15,1671-01-07
1671-02-16,1671-01-08
1671-02-17,1671-01-09
1671-02-18,1671-01-10
1671-02-19,1671-01-11
1671-02-20,1671-01-12
1671-02-21,1671-01-13
1671-02-22,1671-01-14
1671-02-23,1671-01-15
1671-02-24,1671-01-16
1671-02-25,1671-01-17
1671-02-26,1671-01-18
1671-02-27,1671-01-19
1671-02-28,1671-01-20
